rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha21
2,11,-0.704714927777691,-0.137502910674643,0.0431735686103991,-0.515970528332933,0,0,0,0,0,0
3,11,-1.89492155696739,0.0928873774392071,0.0574824797024427,0.406341035339608,0,0,0,0,0,0
1,12,-2.28075905858797,0.0951562120823031,0.0184147620013836,0.302239013980282,0,0,0,0,0,0
2,12,-0.899588022622329,-0.00435392406648533,0.0346420177910152,0.581564444489447,0,0,0,0,0,0
3,12,-1.94556368902683,0.101589991973169,-0.0469657189062796,-0.209587698356638,0,0,0,0,0,0
1,13,0.246399557653383,0.11376593856464,-0.0205677791156699,0.678534327589832,0,0,0,0,0,0
2,13,2.48114036093467,0.112809244612762,0.0191488680043917,0.048759627539436,0,0,0,0,0,0
3,13,3.83545529149366,0.0447783137777255,0.0379573643506771,0.479442731096628,0,0,0,0,0,0
1,14,0.130468729475587,0.101347335988152,-0.0694081342373188,0.868840441160209,0,0,0,0,0,0
2,14,2.33820575277325,0.138960765457642,-0.022922756603753,0.279475268970374,0,0,0,0,0,0
3,14,3.00033803584358,0.0281532496317859,0.0178696038642559,2.40098341871334,0,0,0,0,0,0
1,15,0.343674282630763,-0.0664776493855118,0.0656626247651308,0.229132548673072,0,0,0,0,0,0
2,15,-0.591100343518267,-0.193090422842214,0.0531382795933057,-0.421407812480465,0,0,0,0,0,0
3,15,-0.0218653623036422,-0.0958349662639879,-0.0257480076664148,0.821804957579469,0,0,0,0,0,0
1,16,0.0913524008998987,0.198511092396378,0.0272435239281587,-0.691971683548508,0,0,0,0,0,0
2,16,1.7248307745828,0.175605358697744,-0.0742818746779515,-0.663360827178137,0,0,0,0,0,0
3,16,1.03917485666913,0.123126466026653,0.0763905333296458,1.02389956783165,0,0,0,0,0,0
1,17,-4.86937960064223,-0.0466355885551336,-0.0225394507585361,1.56242097238005,0,0,0,0,0,0
2,17,-4.90313489814794,-0.122955385442491,-0.00948207003345297,0.18600658157576,0,0,0,0,0,0
3,17,-5.00339955304488,-0.0983952983299199,-0.00242855711602821,-0.117980670465677,0,0,0,0,0,0
1,18,3.03555090111196,0.000629885953148945,0.0205074163958194,-0.121790515996259,0,0,0,0,0,0
2,18,2.30114615237265,-0.00767686948519505,0.0800985817835983,0.156155578560312,0,0,0,0,0,0
3,18,1.27402641374186,-0.0241349071648888,0.0382520135598506,-1.8376592463439,0,0,0,0,0,0
1,19,0.756746192764481,0.0918054428332352,-0.0498180988159052,-1.15073195801809,0,0,0,0,0,0
2,19,0.523189674844643,0.0444887679410768,-0.0293040801082913,-1.38241099425463,0,0,0,0,0,0
3,19,1.1330333693747,-0.0115913201763238,0.0848528078077468,-0.712447806554761,0,0,0,0,0,0
1,20,0.187232819716606,-0.100700081511603,-0.00568812146124226,-0.56523413304445,0,0,0,0,0,0
2,20,1.37571929340704,-0.10630772169919,0.0919093280736714,-0.269268241656606,0,0,0,0,0,0
3,20,1.40365777715623,-0.0936606428736336,0.0369725649915336,-1.23125325979882,0,0,0,0,0,0
1,21,-1.22869109505787,0.0372420322018866,-0.0353789967594233,0.150530642203051,0,0,0,0,0,0
2,21,-1.016070560909,0.197345693377428,-0.0219455523911729,-0.679010879030405,0,0,0,0,0,0
3,21,2.0198327390342,0.0907116228057848,-0.0498702882500915,0.78539930792723,0,0,0,0,0,0
1,22,-0.62639227472989,-0.00440877535139964,-0.040092287928271,1.19882063030954,0,0,0,0,0,0
2,22,0.18577167045015,-0.0885493487678094,-0.0468601244056127,0.655817554270299,0,0,0,0,0,0
3,22,-0.58962251027347,-0.0201108958976812,-0.050455217889445,-0.774552730140032,0,0,0,0,0,0
1,23,0.466480700686101,-0.0334925632777008,0.0101588549191849,1.05803947390573,0,0,0,0,0,0
2,23,0.534514442783288,0.00243975198067467,0.0736226320442915,-0.263412097527933,0,0,0,0,0,0
3,23,-0.817703542271135,0.0818170055931172,0.0366598019744655,-0.179643647742135,0,0,0,0,0,0
1,24,-3.13664978527672,-0.0322143111069438,0.0507648022989756,-0.869087762367753,0,0,0,0,0,0
2,24,-3.13555737502817,-0.08457689817477,0.0130704900348731,0.190318871926142,0,0,0,0,0,0
3,24,-3.14513221661302,-0.16488941631842,0.0113603936598325,-0.415421108683944,0,0,0,0,0,0
1,25,3.24761474371506,-0.0340890420645732,0.0518571239423515,-1.08431741442278,0,0,0,0,0,0
2,25,1.86624488727277,0.0123631818524836,-0.0424562391458957,0.39473233950347,0,0,0,0,0,0
3,25,2.47600283993704,-0.0803229537497568,-0.0416225238032528,-0.923201962602323,0,0,0,0,0,0
1,26,-0.733604534505118,-0.100494362366788,-0.039086329177435,0.364678028177222,0,0,0,0,0,0
2,26,-1.44747062025115,-0.100221963380196,-0.0817970674231051,0.351671574896645,0,0,0,0,0,0
3,26,-0.407557942207152,-0.140494793698609,0.00526952430691652,0.60268809252768,0,0,0,0,0,0
1,27,2.24207159284314,-0.116127402322128,0.024961767518342,-1.93617602713207,0,0,0,0,0,0
2,27,2.84854532314448,-0.131816180722487,-0.125582478505026,-0.229539231212779,0,0,0,0,0,0
3,27,2.45759727057913,-0.019943604409746,-0.023919183429147,-0.219007220536036,0,0,0,0,0,0
1,28,-1.23307848612123,-0.00213359624265094,-0.0404192123865332,-1.21624119880678,0,0,0,0,0,0
2,28,-0.504087597666326,-0.0204796377282092,0.0241997606022494,0.254554256785819,0,0,0,0,0,0
3,28,-1.09580766880627,0.053545395893204,0.017325160708944,-0.998235193071453,0,0,0,0,0,0
1,29,1.26982852075036,-0.140014180729418,0.0131715593462315,-1.00636660007619,0,0,0,0,0,0
2,29,0.750165069288556,0.0134955198580921,-0.0707567360649268,-0.548673251983775,0,0,0,0,0,0
3,29,-0.460882612826644,0.132181606367984,-0.00475853686678268,-0.681998208851046,0,0,0,0,0,0
1,30,3.08868854710288,0.0758031692685389,-0.0796684501819462,-1.54981221218977,0,0,0,0,0,0
2,30,1.29541489545957,0.0895456066216049,0.044385898402424,-0.580077259715253,0,0,0,0,0,0
3,30,3.45651170645306,-0.0450401326528666,0.0200670898447636,0.119813382084907,0,0,0,0,0,0
1,31,0.901099405248988,-0.0854191912798896,0.0737059809500935,-0.493340756211289,0,0,0,0,0,0
2,31,1.20769307929475,-0.106122942772251,-0.0106463676489267,0.65581040457894,0,0,0,0,0,0
3,31,1.60158895844891,-0.0383661663821118,0.0357077972616053,0.945003003175705,0,0,0,0,0,0
1,32,-0.433573855965415,0.0914982010937926,0.0707628333455068,0.863824946892755,0,0,0,0,0,0
2,32,-2.46006330173951,0.00185195404632232,-0.0101004309800346,0.180166937460029,0,0,0,0,0,0
3,32,-1.78811510605111,0.0611462204828612,0.0278341522048949,-0.58563927547486,0,0,0,0,0,0
1,33,-0.985233633906136,0.133908873478261,0.0954001645214367,-1.40676504638713,0,0,0,0,0,0
2,33,0.201879743718314,-0.0816769065035173,-0.027862209255454,-0.386362164740787,0,0,0,0,0,0
3,33,-0.723195185405608,0.0206248349200684,-0.0416848144225531,-0.0579742867478696,0,0,0,0,0,0
1,34,0.877573927075108,-0.0952235945909924,0.0103935992011397,-1.56785147332658,0,0,0,0,0,0
2,34,1.1641029520359,-0.0373685571170939,-0.0294349711524346,-1.2209395111689,0,0,0,0,0,0
3,34,0.983773075019848,0.0999011782388758,0.0393235886698336,-0.523835296027734,0,0,0,0,0,0
1,35,-0.527492413033377,0.124290837404674,0.0613471866995648,-1.13178038164093,0,0,0,0,0,0
2,35,-1.0232039396252,0.122675410127084,0.0699168295170872,-0.431167634693836,0,0,0,0,0,0
3,35,2.00829562581719,-0.0497173926241966,0.0767396991632267,-0.114729555715379,0,0,0,0,0,0
1,36,-3.80292808126485,-0.0876360250750071,-0.0161098322927199,-1.15311910847148,0,0,0,0,0,0
2,36,-3.54759009663898,-0.0734540154178726,-0.0387852518629689,0.517706878686735,0,0,0,0,0,0
3,36,-4.07290559453498,-0.00541337315861345,0.000137916592392651,0.745372438816007,0,0,0,0,0,0
1,37,-1.51899844357091,-0.0406474916339529,0.0351467166680065,0.261555713181535,0,0,0,0,0,0
2,37,-1.8605263355191,-0.0996102920342613,-0.025120233865439,0.533412797350353,0,0,0,0,0,0
3,37,-2.00062637067286,-0.126736210110488,-0.0724330215408196,0.754415229343225,0,0,0,0,0,0
1,38,-1.97824774213512,-0.0597139636317506,0.0540228666089225,-0.792391647189703,0,0,0,0,0,0
2,38,-2.02857270444521,0.000104926991173815,0.0386463162047847,0.270513961126969,0,0,0,0,0,0
3,38,-2.95548734277271,0.0922942966293515,-0.034210711025967,-0.103462979089586,0,0,0,0,0,0
1,39,-3.38367594349089,-0.163778525363771,-0.0445698293720918,-0.341669972505575,0,0,0,0,0,0
2,39,-3.33922304260963,0.214166130532109,-0.0369338617043532,-0.356441348980748,0,0,0,0,0,0
3,39,-3.68865299864127,0.126819357525866,-0.0362864736394719,0.474669689912682,0,0,0,0,0,0
1,40,0.147588336379724,0.0387321865457077,-0.0279581750423754,-0.285608045213168,0,0,0,0,0,0
2,40,0.461449882976642,-0.00353674771127246,-0.0769937669519331,-0.451409839939696,0,0,0,0,0,0
3,40,1.23070619297016,-0.0735512662093328,-0.0762678044260233,-0.606955755823809,0,0,0,0,0,0
1,41,3.91666110898049,-0.11691893816917,0.0225759113873608,0.306945007585732,0,0,0,0,0,0
2,41,4.08226235185677,0.139078784333295,0.00500704100507174,-0.511455043372161,0,0,0,0,0,0
3,41,1.67952092705147,0.0608465417942878,0.0815446439794889,0.589165710437749,0,0,0,0,0,0
1,42,-0.883636100977254,0.212786186252518,0.0359304946363086,0.699962589542381,0,0,0,0,0,0
2,42,2.31198686605914,0.0364255833911643,-0.00530071184489456,-0.291776256360535,0,0,0,0,0,0
3,42,-0.588416707475702,0.0494090619863818,-0.0204635642605179,-0.78205461926043,0,0,0,0,0,0
1,43,1.14215434998166,-0.158158326607435,-0.0762223289856054,0.436873692854763,0,0,0,0,0,0
2,43,1.20004951283732,-0.149353571861363,-0.004325633126952,-0.547211673390636,0,0,0,0,0,0
3,43,0.0529747254134794,0.0460716483205116,0.0399406910666724,1.24145450073688,0,0,0,0,0,0
1,44,-0.215692107991132,0.195831625237774,0.0142066175070491,0.70542550765708,0,0,0,0,0,0
2,44,0.995998758628576,0.239788896463313,-0.0328373830593669,0.0833833081030797,0,0,0,0,0,0
3,44,1.12758615681862,0.20747146652528,-0.110449401403852,0.172024591078636,0,0,0,0,0,0
1,45,-3.42832783141513,0.0302623548506035,0.0123507373603135,0.987195832915117,0,0,0,0,0,0
2,45,-2.88002167553597,0.00852886318851813,-0.0433960490148234,-0.345218080519728,0,0,0,0,0,0
3,45,-3.37189409707425,0.107674140217882,-0.0133590952704054,-1.04338953880107,0,0,0,0,0,0
1,46,1.00468902251822,-0.128606985839916,-0.0344828427766267,1.47763707491621,0,0,0,0,0,0
2,46,0.170390592124626,-0.27489062813203,0.0774390545308162,-0.161175825995254,0,0,0,0,0,0
3,46,2.0129653594872,-0.0556783315571319,-0.000275140906506682,-0.358040200157863,0,0,0,0,0,0
1,47,0.48289561221591,0.00378068051136826,0.0550685932790819,-0.0868893192735367,0,0,0,0,0,0
2,47,0.512743439745183,-0.188485287767882,0.0257734630381427,-0.0884650419477149,0,0,0,0,0,0
3,47,0.530939005833669,-0.0681409296361639,0.104126365489783,-0.236661007904049,0,0,0,0,0,0
1,48,0.50226845054896,-0.0337049088345609,-0.0696094862520982,-0.208643113915699,0,0,0,0,0,0
2,48,-0.030850972584946,0.0162329816604402,-0.0338162986665556,-0.026818232469459,0,0,0,0,0,0
3,48,0.54087771741378,-0.0409635513876109,5.6022961675839e-05,0.228844113463435,0,0,0,0,0,0
1,49,-1.21855069219855,0.163569743884882,-0.059764916468348,-0.190869414043024,0,0,0,0,0,0
2,49,1.65476811474235,0.0467257885183945,0.00227163445731285,-0.151302747722645,0,0,0,0,0,0
3,49,0.886908451513788,0.0570493853904946,0.0286670706778389,0.0724942760063672,0,0,0,0,0,0
1,50,-0.653560117352906,0.0144600725384745,0.0440508710351595,-0.142624299817673,0,0,0,0,0,0
2,50,-1.05150084374955,0.0727603141114444,0.00437494011160552,-0.189457780526848,0,0,0,0,0,0
3,50,0.785007876132387,-0.1086696104587,0.0327176153356885,-0.34191986849262,0,0,0,0,0,0
1,51,0.747700145696784,0.0216782677855321,0.123048030351121,-0.0903684688536186,0,0,0,0,0,0
2,51,-0.000636997887649038,-0.129377005645339,-0.0172171293383955,-0.00791824747357994,0,0,0,0,0,0
3,51,-0.293433052010379,0.0367179161734952,0.0315039721485979,0.940280992292223,0,0,0,0,0,0
1,52,2.74216930768065,-0.000567457068737065,0.0192566624550164,-1.6124289571074,0,0,0,0,0,0
2,52,4.29866130049775,-0.0651991786573099,0.003961843947001,-0.968794365846022,0,0,0,0,0,0
3,52,2.24454930098302,-0.0353658557468931,-0.0719018392817671,-0.797583892409529,0,0,0,0,0,0
1,53,-1.71512124881454,0.0525596594633994,-0.00817901233236976,-0.176717913492905,0,0,0,0,0,0
2,53,0.0881250754272793,-0.0141885701927104,0.00430449835083427,-0.666757266949044,0,0,0,0,0,0
3,53,-2.14227001471768,0.0626693324012129,-0.0628812427443567,-0.353127915611414,0,0,0,0,0,0
1,54,0.722715275643072,0.0456752535142275,0.00605916648813751,0.280327257037348,0,0,0,0,0,0
2,54,0.826734503284214,0.0936029790556099,-0.0104528601676693,-0.0240028935879388,0,0,0,0,0,0
3,54,0.34582088730506,0.0319407026430435,0.0823399091123873,1.05763854581676,0,0,0,0,0,0
1,55,-1.1146109821761,-0.00404112518979166,-0.0411203298691882,-0.918583930823678,0,0,0,0,0,0
2,55,-0.461950530785848,0.00322438772530964,-0.0194603720916038,0.451295680346855,0,0,0,0,0,0
3,55,-0.180196398946732,0.028713782014905,0.0055201697444868,0.902028025768313,0,0,0,0,0,0
1,56,-0.958497283966874,-0.0277211579602785,-0.0111635913425404,0.0907434301913461,0,0,0,0,0,0
2,56,-1.27641292603797,0.0274329782214217,0.00803561003877809,0.502682045669473,0,0,0,0,0,0
3,56,-0.235408923805209,-0.133497900594789,-0.0441108222623207,-0.368623192351761,0,0,0,0,0,0
1,57,-1.675732118338,-0.00447582093469923,0.13986765907064,-0.934721927554727,0,0,0,0,0,0
2,57,-1.76874329569347,-0.0458846346742697,-0.0793963617484213,-0.510993421267003,0,0,0,0,0,0
3,57,-2.0148122978912,-0.00809422429655982,-0.0250595364665888,-1.39665274463628,0,0,0,0,0,0
1,58,3.06440284485354,-0.181096356006566,-0.00309910924979426,-0.526238893074976,0,0,0,0,0,0
2,58,1.13616542403838,0.13358922753558,0.00540912134461313,-1.27905817881305,0,0,0,0,0,0
3,58,1.79205304043467,0.0494786596896724,0.0414309369325422,-1.39555725516524,0,0,0,0,0,0
1,59,-0.380243198731057,-0.0510275304332457,-0.0606286787712383,-0.378577773315984,0,0,0,0,0,0
2,59,-0.404604114483304,-0.033134655004197,-0.0304967347705439,0.392150633458903,0,0,0,0,0,0
3,59,2.33659296979341,-0.197573600051115,0.0561926497724157,-0.667043312339564,0,0,0,0,0,0
1,60,1.10479169964598,-0.0704454665896243,-0.00811111633513567,0.858982206196762,0,0,0,0,0,0
2,60,0.236480685317793,-0.203614946729313,-0.0190874247634975,-0.204209632553194,0,0,0,0,0,0
3,60,-0.224426672098724,-0.0635250477298512,0.0436609197440459,-0.0219252999642447,0,0,0,0,0,0
1,61,0.722688551794277,0.0591004148782662,0.032785622513439,0.630001658586951,0,0,0,0,0,0
2,61,0.72106157149222,0.0667778454494934,0.0229681435628997,0.133866113199668,0,0,0,0,0,0
3,61,1.99182882787511,-0.0978146300420255,-0.0490156449667434,0.171967326529733,0,0,0,0,0,0
1,62,-1.15649027451904,0.0971575088289023,0.0550200057786662,0.762333410485328,0,0,0,0,0,0
2,62,-0.906515755683036,0.063931351322942,-0.0366586032273155,-1.39326432252536,0,0,0,0,0,0
3,62,-2.9645901510088,0.0376915672706005,0.0186843874503323,0.0382813628615486,0,0,0,0,0,0
1,63,-0.719743920370529,-0.0229177970795491,0.0501910128357268,1.38883618373611,0,0,0,0,0,0
2,63,0.97172884033847,0.070341328945202,0.0295690560731106,0.163136923097552,0,0,0,0,0,0
3,63,-0.538504346501596,0.204420435434177,0.0251609680516517,-2.05706613375524,0,0,0,0,0,0
1,64,-0.439202318301435,0.0952152738017933,0.00359920393719046,0.0805283689358798,0,0,0,0,0,0
2,64,-1.25909822553814,0.146954834413579,-0.0063232655374251,0.968264707846245,0,0,0,0,0,0
3,64,-0.922325637887782,-0.0297002995801241,-0.0336585891060824,-0.16188639631842,0,0,0,0,0,0
1,65,1.27757783646947,0.122031545885692,0.0453895345897105,0.747165208986649,0,0,0,0,0,0
2,65,1.20662262782119,0.11910947975877,0.0755259865741743,0.748302730656981,0,0,0,0,0,0
3,65,0.146705422840618,0.154962194703947,-0.0557536764453949,-0.303967482378898,0,0,0,0,0,0
1,66,-0.66270219038232,0.0524207583276733,0.14978823955527,-0.775781696607132,0,0,0,0,0,0
2,66,0.136593333941511,-0.0749734530680145,0.0513335444969229,0.39383096277086,0,0,0,0,0,0
3,66,-2.10796788316046,-0.016105439167846,-0.00870360284334992,-1.1578418664145,0,0,0,0,0,0
1,67,-0.319115746166919,0.205209412117899,-0.0701564802875305,-1.27056221565399,0,0,0,0,0,0
2,67,1.2017889833962,0.167947198586335,-0.194632790599159,-0.632840024980715,0,0,0,0,0,0
3,67,1.08861729594435,0.170869467061649,0.0752882679721734,-0.597919836665424,0,0,0,0,0,0
1,68,-2.02407147931756,-0.0132602156841723,-0.0289689365959483,1.91477321182699,0,0,0,0,0,0
2,68,-0.915992727788222,-0.136930130350989,-0.0556983762278235,0.269902124608939,0,0,0,0,0,0
3,68,-0.32776606388081,-0.100148076748846,0.00846067554374003,-0.0884143161064042,0,0,0,0,0,0
1,69,0.224250184609181,0.0202740079949001,-0.0145808414408935,1.31585541372428,0,0,0,0,0,0
2,69,0.590307946043738,-0.101832733850707,-0.137814599882743,0.357384635229417,0,0,0,0,0,0
3,69,1.40589040249358,0.11840464352824,0.0235476880393508,-0.0703969894648981,0,0,0,0,0,0
1,70,0.769788432371675,-0.0590884636642062,-0.00194993018973727,0.338641248950613,0,0,0,0,0,0
2,70,0.927614802857353,-0.00526780927548109,0.0703501759012442,0.367394623064088,0,0,0,0,0,0
3,70,-0.507842413478954,0.0314201729076871,-0.0334134655438877,-0.43350337076287,0,0,0,0,0,0
1,71,0.328975148892639,0.0128841664647709,0.0437302403137098,0.588149335750101,0,0,0,0,0,0
2,71,1.72957181710281,-0.100026331552557,0.0601495634839236,0.175505160600278,0,0,0,0,0,0
3,71,0.545500151161547,0.041230029450012,-0.0354427337278627,-1.03853152674899,0,0,0,0,0,0
1,72,-4.24490846759275,0.0533823991214994,-0.0435553644854592,0.0167021244087509,0,0,0,0,0,0
2,72,-3.76198683580827,-0.00468925673758713,-0.0152940000405298,-0.757316921783751,0,0,0,0,0,0
3,72,-3.69917311112828,-0.0547168357297433,0.000999023111706354,-1.84979113078942,0,0,0,0,0,0
1,73,2.49477391600601,0.119980581623176,0.029644889260722,0.681298067782781,0,0,0,0,0,0
2,73,3.28641651172461,0.0729684985729166,0.0209580267243241,1.53706855873499,0,0,0,0,0,0
3,73,2.18133508059001,0.128243035528207,0.0593943581762371,0.785742094306787,0,0,0,0,0,0
1,74,-3.92801932143917,-0.0711526984032725,-0.00175939789629656,1.54193162891479,0,0,0,0,0,0
2,74,-3.05067065541628,-0.137886135785163,0.0587480251451653,0.671071477538698,0,0,0,0,0,0
3,74,-3.38342156925083,-0.236197279124967,0.0622735787691288,0.328560020162681,0,0,0,0,0,0
1,75,-2.30980129411044,0.100495242288991,-0.0506264330567455,-0.916267083353878,0,0,0,0,0,0
2,75,-0.186036397983793,-0.0541544303519072,0.0771903770701971,-0.209551800412188,0,0,0,0,0,0
3,75,-0.848741376639898,-0.0509126035435089,-0.0249999365058403,-0.0130862358047217,0,0,0,0,0,0
1,76,-0.456785347733513,-0.0529997278668493,0.0377676713267104,-1.58375893571078,0,0,0,0,0,0
2,76,-1.6614611294069,-0.0868063326859456,-0.00369652934565023,-1.36287437456184,0,0,0,0,0,0
3,76,-1.74070265618415,0.0678577264787753,0.0215089316277276,0.204301308574107,0,0,0,0,0,0
1,77,-0.638868362748298,-0.139496904059088,0.0782612267743579,0.890068634167819,0,0,0,0,0,0
2,77,-1.63231447503571,-0.153805732136812,-0.0294352979622886,1.28368389023008,0,0,0,0,0,0
3,77,-2.37618686433861,-0.166974520913146,-0.0153909666499057,0.793806665521493,0,0,0,0,0,0
1,78,0.0423479460496248,-0.0140510576769579,0.0818214386464621,1.47971691614347,0,0,0,0,0,0
2,78,0.672491666091317,-0.0611678049722106,0.0572206219773512,1.58687214003118,0,0,0,0,0,0
3,78,0.145571998184244,-0.014475426801774,0.0722243966016751,1.74027636755311,0,0,0,0,0,0
1,79,-0.841249874097418,0.00888679654950957,-0.0692903095434794,-0.293607083329182,0,0,0,0,0,0
2,79,0.808602298766198,-0.0298137981362146,0.015220784048192,0.556818673309411,0,0,0,0,0,0
3,79,1.1394447744442,-0.046129279330661,0.00507095837121382,0.552485645364282,0,0,0,0,0,0
1,80,-1.36135639631909,0.221679223711568,0.000562860718781172,0.77932657109833,0,0,0,0,0,0
2,80,-0.367573754208982,0.27061522392778,0.0575425961372189,0.229275729631758,0,0,0,0,0,0
3,80,-1.0648722331746,0.198646932486682,-0.0112566821943265,0.911715874908342,0,0,0,0,0,0
1,81,-1.89798155231248,-0.0260425724939851,0.00623551282580084,-0.0649709369005371,0,0,0,0,0,0
2,81,-2.77083772712697,0.020787203870768,-0.0378624243552358,0.0317885221083352,0,0,0,0,0,0
3,81,-2.39587113737129,0.0208505010224815,-0.0816898601243198,-0.577621083744466,0,0,0,0,0,0
1,82,1.95163365481514,-0.0290429949118159,-0.0461776271926296,0.123643408656249,0,0,0,0,0,0
2,82,-0.327094979598505,0.157237027521896,-0.127654297477955,-0.574414821550237,0,0,0,0,0,0
3,82,0.984251919397237,0.10148901374558,0.0526365131784101,-0.48393799171985,0,0,0,0,0,0
1,83,1.9843218661391,-0.0675992218309298,0.00488593455431988,-0.121075007991401,0,0,0,0,0,0
2,83,2.2934068205389,0.0495023717044942,0.0850646414952738,-0.0342933983919498,0,0,0,0,0,0
3,83,0.573145461347606,0.0990984209683194,0.0101712184537817,-0.0400623639757389,0,0,0,0,0,0
1,84,2.04239368861783,-0.0488167581106868,-0.00133829482616679,-0.425942438902191,0,0,0,0,0,0
2,84,3.36250992024975,0.067741404602613,-0.0836522995018232,1.09953959528653,0,0,0,0,0,0
3,84,2.09702270259411,0.0836112747312991,-0.00474009007383053,1.01324930026976,0,0,0,0,0,0
1,85,-4.2069921119594,-0.0596465703101693,-0.0104627969584226,0.711862553557798,0,0,0,0,0,0
2,85,-4.37910444577528,-0.101219547834463,-0.0368541342111841,0.340571580136763,0,0,0,0,0,0
3,85,-4.33550557500633,-0.0534280204542395,0.0376345883779373,-0.193111985902489,0,0,0,0,0,0
1,86,-1.35328159760146,-0.0230458341328667,-0.0496638293010113,0.45672980349282,0,0,0,0,0,0
2,86,-1.0201370008843,0.00104740346001553,0.0881762043007758,1.14136687979684,0,0,0,0,0,0
3,86,-0.42221428017832,-0.0287855683817575,0.0445489570316599,-1.61401505123275,0,0,0,0,0,0
1,87,-1.01621964013702,-0.126788387325631,0.0246788416300047,-0.0179371942563982,0,0,0,0,0,0
2,87,-0.732842599770959,0.200248779047007,-0.00363171133515097,-1.25845462925468,0,0,0,0,0,0
3,87,-1.18808639952327,0.136831466579541,0.095946282059891,0.599924418687207,0,0,0,0,0,0
1,88,-0.178555896355551,0.117898917028262,0.0420530627140178,-0.00264281938248301,0,0,0,0,0,0
2,88,-0.413122136915311,0.00261490605516579,0.00682007655590902,-0.738439960739858,0,0,0,0,0,0
3,88,1.38873751441377,-0.0711118255120186,-0.0292410736388849,-1.45260819721813,0,0,0,0,0,0
1,89,0.20244900194924,0.0905423390722103,-0.0143758164059395,-0.571371771959224,0,0,0,0,0,0
2,89,-0.0285918691258571,-0.00106143827639527,0.0581549408397808,-0.29383754046037,0,0,0,0,0,0
3,89,-0.471522890767373,0.0267667148869721,-0.010667730089721,0.379228683259195,0,0,0,0,0,0
1,90,-1.03609192901781,-0.132952177850935,-0.0320120730794327,-0.108322547260795,0,0,0,0,0,0
