id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha21_mean,eta_alpha22_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha21_mode,eta_alpha22_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha21_sd,eta_alpha22_sd
24,1.40222,0.102382,-0.0378738,0.216016,-0.0163403,-0.0142438,0,0,0,0,0,0,0,0,1.08154,0.0982831,-0.0155609,0.429138,-0.0128142,-0.0144171,0,0,0,0,0,0,0,0,0.194439,0.104127,-0.0135642,0.6737,-0.0168159,-0.0141682,0,0,0,0,0,0,0,0,1.30629,0.0421078,0.0695702,0.54435,0.0190068,0.00181173,0,0,0,0,0,0,0,0
25,1.27704,-0.0416488,-0.00400545,-0.362911,-0.0214371,-0.000402605,0,0,0,0,0,0,0,0,1.28198,-0.0308508,0.0170605,-0.323218,-0.0158489,-0.000958763,0,0,0,0,0,0,0,0,1.20761,-0.024988,0.0369488,0.0604433,-0.0181339,-0.000799997,0,0,0,0,0,0,0,0,0.605098,0.0767864,0.083683,0.734229,0.0205982,0.00207125,0,0,0,0,0,0,0,0
26,0.904756,-0.00827726,-0.0177722,-0.197853,0.0601651,0.00425325,0,0,0,0,0,0,0,0,0.950384,0.00232817,-0.00160057,-0.445641,0.0557249,0.00472871,0,0,0,0,0,0,0,0,0.592298,0.00834411,-0.00756683,0.0369624,0.0592362,0.00440873,0,0,0,0,0,0,0,0,0.833091,0.0869749,0.0808713,0.776205,0.0224711,0.00413684,0,0,0,0,0,0,0,0
27,2.1933,0.0550206,-0.0826744,1.1756,0.0281076,0.00037645,0,0,0,0,0,0,0,0,2.41098,0.0487884,-0.0882512,1.04286,0.0405979,-0.000653908,0,0,0,0,0,0,0,0,1.45233,0.0500007,-0.081023,1.37847,0.0324837,1.01554e-05,0,0,0,0,0,0,0,0,1.49588,0.0423505,0.0682191,0.694098,0.0219668,0.00202578,0,0,0,0,0,0,0,0
28,-1.40359,-0.00936392,0.00523062,-0.172642,-0.0116084,0.00110536,0,0,0,0,0,0,0,0,-1.56157,-0.00607568,-0.00453473,-0.219781,-0.0129377,0.000938273,0,0,0,0,0,0,0,0,-1.92698,0.0009472,-0.0010421,0.00341532,-0.0134351,0.00116682,0,0,0,0,0,0,0,0,0.752364,0.0943563,0.0788654,0.71218,0.0229592,0.00510715,0,0,0,0,0,0,0,0
29,-0.504979,-0.0645069,0.0546691,0.110782,-0.026812,0.000963159,0,0,0,0,0,0,0,0,-0.35233,-0.0688967,0.0533342,0.141063,-0.027965,0.00119363,0,0,0,0,0,0,0,0,-0.307928,-0.0558985,0.100826,0.767398,-0.027322,0.00120188,0,0,0,0,0,0,0,0,0.909165,0.0906018,0.0967173,0.83819,0.0223341,0.00492339,0,0,0,0,0,0,0,0
30,-0.00220376,-0.0179091,0.00233094,-0.400401,-0.00658559,0.00264496,0,0,0,0,0,0,0,0,0.197494,-0.0440496,-0.00823723,-0.0318041,-0.00568019,0.00279636,0,0,0,0,0,0,0,0,-0.20653,-0.0123316,0.00191424,-0.0117858,-0.00646581,0.00281048,0,0,0,0,0,0,0,0,0.809304,0.0717749,0.0874618,0.735944,0.0209513,0.00175585,0,0,0,0,0,0,0,0
31,2.27877,-0.00566494,-0.025213,-0.101972,-0.0318607,0.00536377,0,0,0,0,0,0,0,0,2.22179,0.000904995,-0.0304647,-0.210777,-0.0294105,0.00523098,0,0,0,0,0,0,0,0,1.82731,0.0365223,-0.0168676,0.21119,-0.0298533,0.00526636,0,0,0,0,0,0,0,0,0.683064,0.0779039,0.079087,0.746927,0.0204156,0.00113771,0,0,0,0,0,0,0,0
32,0.457459,0.00503097,-0.0381975,0.0986319,0.0407739,0.00378237,0,0,0,0,0,0,0,0,-0.154983,0.0177066,-0.0616524,0.295579,0.040512,0.00392399,0,0,0,0,0,0,0,0,-2.5128,0.0149826,-0.113525,1.29997,0.0422271,0.00367818,0,0,0,0,0,0,0,0,1.57986,0.0742339,0.0862021,0.925968,0.0192384,0.00334987,0,0,0,0,0,0,0,0
33,0.367125,0.0936004,-0.0246799,0.253568,0.0167128,0.00298676,0,0,0,0,0,0,0,0,0.21267,0.0916104,-0.0379317,0.366368,0.0169704,0.0029327,0,0,0,0,0,0,0,0,-0.815985,0.102468,-0.0200432,0.635941,0.0140101,0.00346519,0,0,0,0,0,0,0,0,1.17575,0.0618339,0.0775854,0.612571,0.0223136,0.00352478,0,0,0,0,0,0,0,0
34,0.279969,-0.183146,0.115949,1.53141,0.0331636,0.00616098,0,0,0,0,0,0,0,0,0.470218,-0.22584,0.1282,1.36139,0.0308813,0.00637758,0,0,0,0,0,0,0,0,0.429634,-0.153821,0.10167,1.65883,0.0331944,0.00612902,0,0,0,0,0,0,0,0,0.842158,0.0622916,0.0225887,0.242425,0.0260266,0.0037074,0,0,0,0,0,0,0,0
35,-0.733748,0.02247,-0.0991289,0.966342,0.00717338,0.0013824,0,0,0,0,0,0,0,0,-0.636059,0.0179641,-0.109503,0.890018,0.00480006,0.00148725,0,0,0,0,0,0,0,0,-2.36794,0.0151203,-0.106782,1.54783,0.00676068,0.0014068,0,0,0,0,0,0,0,0,1.59476,0.0475387,0.0752581,0.83087,0.0204181,0.00229225,0,0,0,0,0,0,0,0
36,-0.0173004,-0.02147,0.0100109,-0.199905,-0.0106866,0.00119056,0,0,0,0,0,0,0,0,0.119464,-0.0120354,-0.0016484,-0.0244185,-0.00772709,0.000368493,0,0,0,0,0,0,0,0,-0.444469,-0.0136808,0.00987945,-0.0139093,-0.00990822,0.000140235,0,0,0,0,0,0,0,0,1.01294,0.0979186,0.0904331,0.871287,0.0271852,0.00544405,0,0,0,0,0,0,0,0
37,1.48529,0.0530781,-0.0124303,-0.212609,0.0379892,0.00315561,0,0,0,0,0,0,0,0,1.33281,0.053338,-0.0200246,-0.0132614,0.0356621,0.00331229,0,0,0,0,0,0,0,0,0.494185,0.103615,0.0173296,0.174365,0.0394212,0.00309747,0,0,0,0,0,0,0,0,1.05656,0.0769751,0.0882329,0.696764,0.0225591,0.00190055,0,0,0,0,0,0,0,0
38,1.69358,-0.0585133,0.0424895,0.0520034,-0.0256849,-0.00338637,0,0,0,0,0,0,0,0,1.5556,-0.0656665,0.0462084,-0.18839,-0.024694,-0.00351314,0,0,0,0,0,0,0,0,2.70462,-0.0398336,0.0995216,0.855206,-0.0214053,-0.00373625,0,0,0,0,0,0,0,0,0.643136,0.067162,0.0764074,0.821412,0.0185307,0.00137001,0,0,0,0,0,0,0,0
39,2.70994,0.0426634,-0.0269515,0.0188504,-0.0177178,-0.00201961,0,0,0,0,0,0,0,0,2.64754,0.0394152,-0.0361592,0.00485099,-0.0177914,-0.00242345,0,0,0,0,0,0,0,0,2.14269,0.0643634,-0.024653,0.423226,-0.0180818,-0.00231995,0,0,0,0,0,0,0,0,1.05207,0.0788365,0.0773325,0.786436,0.0228218,0.00422348,0,0,0,0,0,0,0,0
40,-0.922343,-0.0524459,0.0449005,0.291665,-0.0611369,-0.00422088,0,0,0,0,0,0,0,0,-0.947634,-0.0406974,0.0456186,0.419303,-0.0631241,-0.00344281,0,0,0,0,0,0,0,0,-1.27313,-0.102268,0.0812628,1.12156,-0.065759,-0.00368088,0,0,0,0,0,0,0,0,0.934968,0.0920739,0.0839998,0.897368,0.0305069,0.0053378,0,0,0,0,0,0,0,0
41,2.27604,-0.00211001,0.00351206,-0.276222,-0.041266,-0.00632153,0,0,0,0,0,0,0,0,2.13006,-0.00836439,-0.0134327,-0.207241,-0.0386132,-0.0071282,0,0,0,0,0,0,0,0,1.74585,0.00566859,-0.000910527,0.0106025,-0.041112,-0.00632934,0,0,0,0,0,0,0,0,0.799447,0.106409,0.0787846,0.744631,0.0206421,0.00492293,0,0,0,0,0,0,0,0
42,2.05974,-0.0326356,0.012349,-0.25244,0.0131121,-0.000251984,0,0,0,0,0,0,0,0,1.89022,-0.032598,-0.0275715,-0.189915,0.0166156,-0.000495014,0,0,0,0,0,0,0,0,1.72251,-0.0149688,-0.00625531,-0.00492841,0.0177917,-0.000530893,0,0,0,0,0,0,0,0,0.536486,0.0720215,0.0883057,0.776237,0.0189676,0.00100728,0,0,0,0,0,0,0,0
43,0.0565225,-0.0560302,0.053646,-0.13891,0.00275792,-0.00069624,0,0,0,0,0,0,0,0,0.0734185,-0.0520391,0.0427387,0.0203162,0.00236547,-0.00111994,0,0,0,0,0,0,0,0,-0.01311,-0.0451131,0.0789138,0.436795,0.00236804,-0.00067621,0,0,0,0,0,0,0,0,0.860884,0.0798446,0.0848154,0.917671,0.0209235,0.00444106,0,0,0,0,0,0,0,0
44,-1.51055,0.0500158,-0.0248295,-0.10998,0.00206676,0.00229499,0,0,0,0,0,0,0,0,-1.22858,0.0291197,-0.0281328,-0.124081,-0.0012019,0.00265587,0,0,0,0,0,0,0,0,-2.76445,0.0720096,-0.0251235,0.507316,-0.000234173,0.00258324,0,0,0,0,0,0,0,0,1.32497,0.0993165,0.0768128,0.662871,0.0242752,0.00319359,0,0,0,0,0,0,0,0
45,1.18419,0.00316195,-0.0176247,-0.245232,-0.0308811,-0.000684833,0,0,0,0,0,0,0,0,1.23588,-0.0126042,-0.0253566,-0.24362,-0.0339683,-0.000199994,0,0,0,0,0,0,0,0,0.660958,0.0346883,-0.0104025,0.135055,-0.031235,-0.000564292,0,0,0,0,0,0,0,0,0.813991,0.0921082,0.0746764,0.909975,0.0225483,0.00315947,0,0,0,0,0,0,0,0
46,-1.7611,0.0157148,-0.0168686,-0.254881,-0.00611346,-0.0036948,0,0,0,0,0,0,0,0,-1.82108,0.0279355,-0.0141925,-0.383217,-0.00516516,-0.00345374,0,0,0,0,0,0,0,0,-2.32853,0.044398,-0.00060598,0.120211,-0.00354547,-0.00366786,0,0,0,0,0,0,0,0,0.70831,0.0846274,0.0828946,0.686743,0.0195033,0.00394789,0,0,0,0,0,0,0,0
47,1.61025,0.0981774,-0.0494427,0.871639,-0.0175354,-0.00173151,0,0,0,0,0,0,0,0,1.68574,0.0989248,-0.0356067,0.715426,-0.0162262,-0.00178174,0,0,0,0,0,0,0,0,0.709166,0.129796,-0.0403266,1.18177,-0.0162429,-0.00140272,0,0,0,0,0,0,0,0,1.35922,0.0947398,0.0826249,0.843216,0.0259851,0.00541647,0,0,0,0,0,0,0,0
48,-1.47535,-0.00750646,0.0039471,-0.0019377,-0.024346,0.00105059,0,0,0,0,0,0,0,0,-1.42944,-0.0179882,0.00729026,0.0565816,-0.0257778,0.000334536,0,0,0,0,0,0,0,0,-2.10043,-0.00469171,0.0033066,-0.00993162,-0.0227965,0.000478442,0,0,0,0,0,0,0,0,1.12406,0.0960182,0.093944,0.991742,0.0319619,0.00478156,0,0,0,0,0,0,0,0
49,-1.20498,0.059274,-0.0217031,-0.0125651,0.0104721,0.00885653,0,0,0,0,0,0,0,0,-3.08603,0.112974,-0.00710031,0.242549,0.0145057,0.0086368,0,0,0,0,0,0,0,0,-2.55736,0.136285,0.0317021,0.175023,0.00831804,0.00902915,0,0,0,0,0,0,0,0,2.68091,0.069657,0.058041,0.600822,0.0170524,0.00105797,0,0,0,0,0,0,0,0
50,1.85976,0.041026,-0.0146759,0.112284,-0.026168,-0.00430779,0,0,0,0,0,0,0,0,1.79603,0.045804,-0.0101296,0.0630427,-0.0271665,-0.00408353,0,0,0,0,0,0,0,0,1.50255,0.0460901,-0.0235231,0.290165,-0.026708,-0.00362309,0,0,0,0,0,0,0,0,1.05515,0.0879859,0.0848608,0.853736,0.0272795,0.00542891,0,0,0,0,0,0,0,0
51,-2.00298,-0.00178795,-0.122426,1.35584,0.0798267,-0.00746599,0,0,0,0,0,0,0,0,-2.20064,0.00824052,-0.133255,1.2636,0.072872,-0.00698172,0,0,0,0,0,0,0,0,-2.33937,0.009466,-0.104639,1.36361,0.077453,-0.00727605,0,0,0,0,0,0,0,0,0.500172,0.0303065,0.0549722,0.281966,0.0182177,0.00102666,0,0,0,0,0,0,0,0
52,0.0849983,-0.0439278,0.0481598,0.134913,-0.00703754,0.00186321,0,0,0,0,0,0,0,0,0.203565,-0.0510274,0.0538413,0.0867706,-0.00982698,0.00290634,0,0,0,0,0,0,0,0,-0.0238653,-0.0868613,0.0885385,0.988754,-0.0109029,0.00228406,0,0,0,0,0,0,0,0,0.969089,0.102296,0.0898018,0.824782,0.0222154,0.00539774,0,0,0,0,0,0,0,0
53,-3.60943,-0.0929211,0.120908,0.543142,0.0148,-0.00059862,0,0,0,0,0,0,0,0,-3.48224,-0.082525,0.075282,1.09798,0.0123568,-0.000115204,0,0,0,0,0,0,0,0,-3.70093,-0.0574914,0.0958385,0.744723,0.0145986,-0.000271588,0,0,0,0,0,0,0,0,0.584848,0.0690093,0.0323043,0.550473,0.0222722,0.0044831,0,0,0,0,0,0,0,0
54,-0.80108,-0.0215521,0.0114081,-0.227636,0.007398,0.00125751,0,0,0,0,0,0,0,0,-0.652766,-0.012235,0.0218092,-0.189839,0.00381102,0.000778432,0,0,0,0,0,0,0,0,-1.19666,-0.0331937,0.0258913,0.0491712,0.00597717,0.000710048,0,0,0,0,0,0,0,0,0.979074,0.106004,0.0878383,0.783675,0.0280794,0.00523913,0,0,0,0,0,0,0,0
55,1.01267,0.0261005,-0.00246688,-0.0579569,-0.00983973,-0.00313659,0,0,0,0,0,0,0,0,0.926424,0.0209903,0.00644192,-0.132585,-0.0108156,-0.00363652,0,0,0,0,0,0,0,0,0.592207,0.00976949,-0.0047732,0.029845,-0.00870931,-0.00337359,0,0,0,0,0,0,0,0,1.00979,0.103786,0.0864899,0.84588,0.0283643,0.00551291,0,0,0,0,0,0,0,0
56,-2.2007,-0.0355012,-0.00481033,-0.53453,0.00813286,-0.00587484,0,0,0,0,0,0,0,0,-2.15686,-0.0400089,-0.00584103,-0.524522,0.00704079,-0.00581694,0,0,0,0,0,0,0,0,-2.31382,-0.0195251,0.0135239,-0.00753432,0.0096052,-0.0060022,0,0,0,0,0,0,0,0,0.503202,0.070083,0.0821491,0.785618,0.0184494,0.00134681,0,0,0,0,0,0,0,0
57,-2.75357,-0.0280277,-0.00631242,-0.276343,-0.0599593,0.00119775,0,0,0,0,0,0,0,0,-2.79687,-0.0200986,-0.00754928,-0.504872,-0.0592222,0.00114368,0,0,0,0,0,0,0,0,-3.1724,0.0153326,0.00651036,0.0028979,-0.0628199,0.00173632,0,0,0,0,0,0,0,0,0.524291,0.0870802,0.0721969,0.734077,0.0201291,0.00306311,0,0,0,0,0,0,0,0
58,3.68124,-0.00221676,-0.0066087,-0.221522,0.025316,0.00286378,0,0,0,0,0,0,0,0,3.65452,-0.014975,-0.0209161,-0.289727,0.02398,0.00292016,0,0,0,0,0,0,0,0,3.41515,0.00470158,-0.0167561,0.0636058,0.0257257,0.00279211,0,0,0,0,0,0,0,0,0.786256,0.0719026,0.0853048,0.883407,0.0196902,0.00202644,0,0,0,0,0,0,0,0
59,0.0553719,-0.0542994,0.019348,-0.261912,0.0199575,8.42448e-05,0,0,0,0,0,0,0,0,-0.0350507,-0.049282,0.0139415,-0.128205,0.0228201,-3.3236e-07,0,0,0,0,0,0,0,0,-0.0788423,-0.0354548,0.0384973,0.105976,0.0213302,1.86012e-05,0,0,0,0,0,0,0,0,0.547635,0.0749865,0.0731408,0.839475,0.0180189,0.00160646,0,0,0,0,0,0,0,0
60,-0.654842,0.036178,-0.0231879,-0.189084,0.0133105,0.00133767,0,0,0,0,0,0,0,0,-0.368962,0.0112316,-0.0351907,-0.104229,0.0105027,0.00166815,0,0,0,0,0,0,0,0,-1.45183,0.0658059,-0.00724301,0.264325,0.0120793,0.00123683,0,0,0,0,0,0,0,0,0.874192,0.0770567,0.0704344,0.820333,0.0197753,0.00414733,0,0,0,0,0,0,0,0
61,2.53031,0.054128,-0.0398931,0.454637,-0.0158062,-0.000141255,0,0,0,0,0,0,0,0,2.76155,0.0455566,-0.0400831,0.228078,-0.0142394,-9.37321e-05,0,0,0,0,0,0,0,0,1.62475,0.0632745,-0.04641,0.767135,-0.015354,-8.94798e-05,0,0,0,0,0,0,0,0,1.22385,0.0689248,0.0746546,0.849446,0.0218935,0.00275491,0,0,0,0,0,0,0,0
